51.425035,3.75182
51.35985,4.283626
51.310598,4.264975
50.999622,5.851314
51.14728,3.79202
51.604628,4.781638
50.7755,3.446899
50.918079,3.213219
50.640463,3.066961
51.696467,4.846743
51.198627,4.636425
51.126831,4.492219
51.131743,5.077239
50.899804,5.512899
51.149053,5.903448
50.947929,4.413604
50.764523,4.198031
50.786532,4.317354
50.473713,4.292973
50.39841,3.73974
50.212241,4.507903
50.102368,4.807117
50.463298,4.374055
50.498492,4.90362
50.527586,5.259369
50.622345,5.580849
50.266679,5.045634
49.815564,4.587612
50.755076,5.680109
50.742343,5.731253
50.20828,5.53712
50.606816,5.665549
50.5361,5.473045
50.596639,5.508338
50.786223,5.59628
50.598522,5.409295
50.39343,5.86944
50.378878,5.850983
50.21454,5.526817
50.134783,5.787899
50.602328,4.60651
49.700649,5.746537
49.56753,5.804352
49.554255,5.534677
49.519313,5.796941
49.505748,6.014292
